date,backward compatible_unscaled,backward compatible_monthly,isPartial,scale,backward compatible
2005-03-29,0,0,False,0.0,0.0
2005-03-30,0,0,False,0.0,0.0
2005-03-31,0,0,False,0.0,0.0
2005-04-01,100,100,False,1.0,100.0
2005-04-02,0,0,False,0.0,0.0
2005-04-03,0,0,False,0.0,0.0
2005-04-04,0,0,False,0.0,0.0
2005-04-05,0,0,True,0.0,0.0
2005-04-06,0,0,False,0.0,0.0
2005-04-07,0,0,False,0.0,0.0
2005-04-08,0,0,False,0.0,0.0
2005-04-09,0,0,False,0.0,0.0
2005-04-10,0,0,False,0.0,0.0
2005-04-11,0,0,False,0.0,0.0
2005-04-12,0,0,False,0.0,0.0
2005-04-13,0,0,False,0.0,0.0
2005-04-14,0,0,False,0.0,0.0
2005-04-15,0,0,False,0.0,0.0
2005-04-16,0,0,False,0.0,0.0
2005-04-17,0,0,False,0.0,0.0
2005-04-18,0,0,False,0.0,0.0
2005-04-19,0,0,False,0.0,0.0
2005-04-20,0,0,False,0.0,0.0
2005-04-21,0,0,False,0.0,0.0
2005-04-22,98,98,False,0.98,96.03999999999999
2005-04-23,0,0,False,0.0,0.0
2005-04-24,0,0,False,0.0,0.0
2005-04-25,0,0,False,0.0,0.0
2005-04-26,0,0,False,0.0,0.0
2005-04-27,0,0,False,0.0,0.0
2005-04-28,87,87,False,0.87,75.69
2005-04-29,0,0,False,0.0,0.0
2005-04-30,0,0,False,0.0,0.0
2005-05-01,0,0,False,0.0,0.0
2005-05-02,0,0,False,0.0,0.0
2005-05-03,0,0,False,0.0,0.0
2005-05-04,0,0,False,0.0,0.0
2005-05-05,50,50,False,0.5,25.0
2005-05-06,0,0,False,0.0,0.0
2005-05-07,92,92,False,0.92,84.64
2005-05-08,0,0,False,0.0,0.0
2005-05-09,0,0,False,0.0,0.0
2005-05-10,0,0,False,0.0,0.0
2005-05-11,50,50,False,0.5,25.0
2005-05-12,0,0,False,0.0,0.0
2005-05-13,0,0,False,0.0,0.0
2005-05-14,0,0,False,0.0,0.0
2005-05-15,0,0,False,0.0,0.0
2005-05-16,0,0,False,0.0,0.0
2005-05-17,49,49,False,0.49,24.009999999999998
2005-05-18,0,0,False,0.0,0.0
2005-05-19,0,0,False,0.0,0.0
2005-05-20,0,0,False,0.0,0.0
2005-05-21,91,91,False,0.91,82.81
2005-05-22,0,0,False,0.0,0.0
2005-05-23,100,100,False,1.0,100.0
2005-05-24,0,0,False,0.0,0.0
2005-05-25,0,0,False,0.0,0.0
2005-05-26,0,0,False,0.0,0.0
2005-05-27,0,0,False,0.0,0.0
2005-05-28,0,0,False,0.0,0.0
2005-05-29,0,0,False,0.0,0.0
2005-05-30,0,0,False,0.0,0.0
2005-05-31,0,0,False,0.0,0.0
2005-06-01,0,0,False,0.0,0.0
2005-06-02,97,97,False,0.97,94.09
2005-06-03,0,0,False,0.0,0.0
2005-06-04,0,0,False,0.0,0.0
2005-06-05,0,0,False,0.0,0.0
2005-06-06,0,0,False,0.0,0.0
2005-06-07,0,0,False,0.0,0.0
2005-06-08,0,0,False,0.0,0.0
2005-06-09,0,0,False,0.0,0.0
2005-06-10,0,0,False,0.0,0.0
2005-06-11,0,0,False,0.0,0.0
2005-06-12,0,0,False,0.0,0.0
2005-06-13,0,0,False,0.0,0.0
2005-06-14,96,96,False,0.96,92.16
2005-06-15,0,0,False,0.0,0.0
2005-06-16,100,100,False,1.0,100.0
2005-06-17,0,0,False,0.0,0.0
2005-06-18,0,0,False,0.0,0.0
2005-06-19,0,0,False,0.0,0.0
2005-06-20,98,98,False,0.98,96.03999999999999
2005-06-21,0,0,False,0.0,0.0
2005-06-22,0,0,False,0.0,0.0
2005-06-23,0,0,False,0.0,0.0
2005-06-24,0,0,False,0.0,0.0
2005-06-25,0,0,False,0.0,0.0
2005-06-26,0,0,False,0.0,0.0
2005-06-27,0,0,False,0.0,0.0
2005-06-28,0,0,False,0.0,0.0
2005-06-29,0,0,False,0.0,0.0
2005-06-30,0,0,False,0.0,0.0
2005-07-01,0,0,False,0.0,0.0
2005-07-02,0,0,False,0.0,0.0
2005-07-03,0,0,False,0.0,0.0
2005-07-04,0,0,False,0.0,0.0
2005-07-05,0,0,False,0.0,0.0
2005-07-06,0,0,False,0.0,0.0
2005-07-07,0,0,False,0.0,0.0
2005-07-08,0,0,False,0.0,0.0
2005-07-09,0,0,False,0.0,0.0
2005-07-10,100,100,False,1.0,100.0
2005-07-11,0,0,False,0.0,0.0
2005-07-12,0,0,False,0.0,0.0
2005-07-13,0,0,False,0.0,0.0
2005-07-14,59,59,False,0.59,34.809999999999995
2005-07-15,62,62,False,0.62,38.44
2005-07-16,0,0,False,0.0,0.0
2005-07-17,0,0,False,0.0,0.0
2005-07-18,0,0,False,0.0,0.0
2005-07-19,0,0,False,0.0,0.0
2005-07-20,0,0,False,0.0,0.0
2005-07-21,0,0,False,0.0,0.0
2005-07-22,0,0,False,0.0,0.0
2005-07-23,0,0,False,0.0,0.0
2005-07-24,0,0,False,0.0,0.0
2005-07-25,0,0,False,0.0,0.0
2005-07-26,0,0,False,0.0,0.0
2005-07-27,0,0,False,0.0,0.0
2005-07-28,0,0,False,0.0,0.0
2005-07-29,0,0,False,0.0,0.0
2005-07-30,0,0,False,0.0,0.0
2005-07-31,0,0,False,0.0,0.0
2005-08-01,63,63,False,0.63,39.69
2005-08-02,0,0,False,0.0,0.0
2005-08-03,0,0,False,0.0,0.0
2005-08-04,0,0,False,0.0,0.0
2005-08-05,0,0,False,0.0,0.0
2005-08-06,0,0,False,0.0,0.0
2005-08-07,0,0,False,0.0,0.0
2005-08-08,60,60,False,0.6,36.0
2005-08-09,60,60,False,0.6,36.0
2005-08-10,61,61,False,0.61,37.21
2005-08-11,0,0,False,0.0,0.0
2005-08-12,0,0,False,0.0,0.0
2005-08-13,0,0,False,0.0,0.0
2005-08-14,0,0,False,0.0,0.0
2005-08-15,0,0,False,0.0,0.0
2005-08-16,0,0,False,0.0,0.0
2005-08-17,0,0,False,0.0,0.0
2005-08-18,0,0,False,0.0,0.0
2005-08-19,0,0,False,0.0,0.0
2005-08-20,0,0,False,0.0,0.0
2005-08-21,100,100,False,1.0,100.0
2005-08-22,0,0,False,0.0,0.0
2005-08-23,0,0,False,0.0,0.0
2005-08-24,0,0,False,0.0,0.0
2005-08-25,0,0,False,0.0,0.0
2005-08-26,0,0,False,0.0,0.0
2005-08-27,0,0,False,0.0,0.0
2005-08-28,0,0,False,0.0,0.0
2005-08-29,0,0,False,0.0,0.0
2005-08-30,0,0,False,0.0,0.0
2005-08-31,0,0,False,0.0,0.0
2005-09-01,0,0,False,0.0,0.0
2005-09-02,0,0,False,0.0,0.0
2005-09-03,0,0,False,0.0,0.0
2005-09-04,0,0,False,0.0,0.0
2005-09-05,99,99,False,0.99,98.01
2005-09-06,0,0,False,0.0,0.0
2005-09-07,0,0,False,0.0,0.0
2005-09-08,0,0,False,0.0,0.0
2005-09-09,0,0,False,0.0,0.0
2005-09-10,0,0,False,0.0,0.0
2005-09-11,0,0,False,0.0,0.0
2005-09-12,0,0,False,0.0,0.0
2005-09-13,0,0,False,0.0,0.0
2005-09-14,0,0,False,0.0,0.0
2005-09-15,63,63,False,0.63,39.69
2005-09-16,0,0,False,0.0,0.0
2005-09-17,0,0,False,0.0,0.0
2005-09-18,100,100,False,1.0,100.0
2005-09-19,0,0,False,0.0,0.0
2005-09-20,60,60,False,0.6,36.0
2005-09-21,62,62,False,0.62,38.44
2005-09-22,0,0,False,0.0,0.0
2005-09-23,0,0,False,0.0,0.0
2005-09-24,0,0,False,0.0,0.0
2005-09-25,0,0,False,0.0,0.0
2005-09-26,0,0,False,0.0,0.0
2005-09-27,0,0,False,0.0,0.0
2005-09-28,0,0,False,0.0,0.0
2005-09-29,0,0,False,0.0,0.0
2005-09-30,0,0,False,0.0,0.0
2005-10-01,0,0,False,0.0,0.0
2005-10-02,0,0,False,0.0,0.0
2005-10-03,0,0,False,0.0,0.0
2005-10-04,0,0,False,0.0,0.0
2005-10-05,0,0,False,0.0,0.0
2005-10-06,0,0,False,0.0,0.0
2005-10-07,0,0,False,0.0,0.0
2005-10-08,0,0,False,0.0,0.0
2005-10-09,50,50,False,0.5,25.0
2005-10-10,31,31,False,0.31,9.61
2005-10-11,0,0,False,0.0,0.0
2005-10-12,0,0,False,0.0,0.0
2005-10-13,30,30,False,0.3,9.0
2005-10-14,0,0,False,0.0,0.0
2005-10-15,0,0,False,0.0,0.0
2005-10-16,0,0,False,0.0,0.0
2005-10-17,30,30,False,0.3,9.0
2005-10-18,0,0,False,0.0,0.0
2005-10-19,0,0,False,0.0,0.0
2005-10-20,0,0,False,0.0,0.0
2005-10-21,32,32,False,0.32,10.24
2005-10-22,0,0,False,0.0,0.0
2005-10-23,0,0,False,0.0,0.0
2005-10-24,0,0,False,0.0,0.0
2005-10-25,0,0,False,0.0,0.0
2005-10-26,0,0,False,0.0,0.0
2005-10-27,0,0,False,0.0,0.0
2005-10-28,0,0,False,0.0,0.0
2005-10-29,100,100,False,1.0,100.0
2005-10-30,0,0,False,0.0,0.0
2005-10-31,30,30,False,0.3,9.0
2005-11-01,0,0,False,0.0,0.0
2005-11-02,0,0,False,0.0,0.0
2005-11-03,0,0,False,0.0,0.0
2005-11-04,0,0,False,0.0,0.0
2005-11-05,0,0,False,0.0,0.0
2005-11-06,0,0,False,0.0,0.0
2005-11-07,0,0,False,0.0,0.0
2005-11-08,0,0,False,0.0,0.0
2005-11-09,0,0,False,0.0,0.0
2005-11-10,0,0,False,0.0,0.0
2005-11-11,33,33,False,0.33,10.89
2005-11-12,0,0,False,0.0,0.0
2005-11-13,48,48,False,0.48,23.04
2005-11-14,0,0,False,0.0,0.0
2005-11-15,28,28,False,0.28,7.840000000000001
2005-11-16,28,28,False,0.28,7.840000000000001
2005-11-17,29,29,False,0.29,8.41
2005-11-18,0,0,False,0.0,0.0
2005-11-19,0,0,False,0.0,0.0
2005-11-20,0,0,False,0.0,0.0
2005-11-21,0,0,False,0.0,0.0
2005-11-22,0,0,False,0.0,0.0
2005-11-23,100,100,False,1.0,100.0
2005-11-24,0,0,False,0.0,0.0
2005-11-25,0,0,False,0.0,0.0
2005-11-26,48,48,False,0.48,23.04
2005-11-27,0,0,False,0.0,0.0
2005-11-28,0,0,False,0.0,0.0
2005-11-29,27,27,False,0.27,7.290000000000001
2005-11-30,0,0,False,0.0,0.0
2005-12-01,0,0,False,0.0,0.0
2005-12-02,0,0,False,0.0,0.0
2005-12-03,0,0,False,0.0,0.0
2005-12-04,0,0,False,0.0,0.0
2005-12-05,0,0,False,0.0,0.0
2005-12-06,26,26,False,0.26,6.76
2005-12-07,0,0,False,0.0,0.0
2005-12-08,27,27,False,0.27,7.290000000000001
2005-12-09,29,29,False,0.29,8.41
2005-12-10,0,0,False,0.0,0.0
2005-12-11,0,0,False,0.0,0.0
2005-12-12,0,0,False,0.0,0.0
2005-12-13,0,0,False,0.0,0.0
2005-12-14,0,0,False,0.0,0.0
2005-12-15,0,0,False,0.0,0.0
2005-12-16,0,0,False,0.0,0.0
2005-12-17,46,46,False,0.46,21.16
2005-12-18,0,0,False,0.0,0.0
2005-12-19,29,29,False,0.29,8.41
2005-12-20,29,29,False,0.29,8.41
2005-12-21,0,0,False,0.0,0.0
2005-12-22,0,0,False,0.0,0.0
2005-12-23,0,0,False,0.0,0.0
2005-12-24,55,55,False,0.55,30.250000000000004
2005-12-25,0,0,False,0.0,0.0
2005-12-26,100,100,False,1.0,100.0
2005-12-27,0,0,False,0.0,0.0
2005-12-28,0,0,False,0.0,0.0
2005-12-29,0,0,False,0.0,0.0
2005-12-30,0,0,False,0.0,0.0
2005-12-31,0,0,False,0.0,0.0
2006-01-01,100,100,False,1.0,100.0
2006-01-02,0,0,False,0.0,0.0
2006-01-03,0,0,False,0.0,0.0
2006-01-04,0,0,False,0.0,0.0
2006-01-05,51,51,False,0.51,26.01
2006-01-06,53,53,False,0.53,28.09
2006-01-07,0,0,False,0.0,0.0
2006-01-08,80,80,False,0.8,64.0
2006-01-09,50,50,False,0.5,25.0
2006-01-10,48,48,False,0.48,23.04
2006-01-11,0,0,False,0.0,0.0
2006-01-12,49,49,False,0.49,24.009999999999998
2006-01-13,0,0,False,0.0,0.0
2006-01-14,0,0,False,0.0,0.0
2006-01-15,0,0,False,0.0,0.0
2006-01-16,0,0,False,0.0,0.0
2006-01-17,48,48,False,0.48,23.04
2006-01-18,0,0,False,0.0,0.0
2006-01-19,0,0,False,0.0,0.0
2006-01-20,50,50,False,0.5,25.0
2006-01-21,0,0,False,0.0,0.0
2006-01-22,0,0,False,0.0,0.0
2006-01-23,0,0,False,0.0,0.0
2006-01-24,0,0,False,0.0,0.0
2006-01-25,0,0,False,0.0,0.0
2006-01-26,47,47,False,0.47,22.09
2006-01-27,49,49,False,0.49,24.009999999999998
2006-01-28,0,0,False,0.0,0.0
2006-01-29,0,0,False,0.0,0.0
2006-01-30,0,0,False,0.0,0.0
2006-01-31,0,0,False,0.0,0.0
2006-02-01,0,0,False,0.0,0.0
2006-02-02,0,0,False,0.0,0.0
2006-02-03,0,0,False,0.0,0.0
2006-02-04,0,0,False,0.0,0.0
2006-02-05,73,73,False,0.73,53.29
2006-02-06,0,0,False,0.0,0.0
2006-02-07,23,23,False,0.23,5.29
2006-02-08,0,0,False,0.0,0.0
2006-02-09,0,0,False,0.0,0.0
2006-02-10,50,50,False,0.5,25.0
2006-02-11,0,0,False,0.0,0.0
2006-02-12,0,0,False,0.0,0.0
2006-02-13,0,0,False,0.0,0.0
2006-02-14,0,0,False,0.0,0.0
2006-02-15,24,24,False,0.24,5.76
2006-02-16,0,0,False,0.0,0.0
2006-02-17,100,100,False,1.0,100.0
2006-02-18,36,36,False,0.36,12.959999999999999
2006-02-19,37,37,False,0.37,13.69
2006-02-20,0,0,False,0.0,0.0
2006-02-21,0,0,False,0.0,0.0
2006-02-22,0,0,False,0.0,0.0
2006-02-23,0,0,False,0.0,0.0
2006-02-24,0,0,False,0.0,0.0
2006-02-25,0,0,False,0.0,0.0
2006-02-26,0,0,False,0.0,0.0
2006-02-27,0,0,False,0.0,0.0
2006-02-28,0,0,False,0.0,0.0
2006-03-01,0,0,False,0.0,0.0
2006-03-02,0,0,False,0.0,0.0
2006-03-03,34,34,False,0.34,11.56
2006-03-04,100,100,False,1.0,100.0
2006-03-05,0,0,False,0.0,0.0
2006-03-06,0,0,False,0.0,0.0
2006-03-07,31,31,False,0.31,9.61
2006-03-08,0,0,False,0.0,0.0
2006-03-09,0,0,False,0.0,0.0
2006-03-10,34,34,False,0.34,11.56
2006-03-11,0,0,False,0.0,0.0
2006-03-12,0,0,False,0.0,0.0
2006-03-13,0,0,False,0.0,0.0
2006-03-14,0,0,False,0.0,0.0
2006-03-15,0,0,False,0.0,0.0
2006-03-16,33,33,False,0.33,10.89
2006-03-17,0,0,False,0.0,0.0
2006-03-18,0,0,False,0.0,0.0
2006-03-19,0,0,False,0.0,0.0
2006-03-20,32,32,False,0.32,10.24
2006-03-21,0,0,False,0.0,0.0
2006-03-22,0,0,False,0.0,0.0
2006-03-23,0,0,False,0.0,0.0
2006-03-24,0,0,False,0.0,0.0
2006-03-25,0,0,False,0.0,0.0
2006-03-26,0,0,False,0.0,0.0
2006-03-27,0,0,False,0.0,0.0
2006-03-28,0,0,False,0.0,0.0
2006-03-29,0,0,False,0.0,0.0
2006-03-30,32,32,False,0.32,10.24
2006-03-31,0,0,False,0.0,0.0
2006-04-01,0,0,False,0.0,0.0
2006-04-02,0,0,False,0.0,0.0
2006-04-03,100,100,False,1.0,100.0
2006-04-04,0,0,False,0.0,0.0
2006-04-05,0,0,False,0.0,0.0
2006-04-06,50,50,False,0.5,25.0
2006-04-07,0,0,False,0.0,0.0
2006-04-08,0,0,False,0.0,0.0
2006-04-09,0,0,False,0.0,0.0
2006-04-10,50,50,False,0.5,25.0
2006-04-11,0,0,False,0.0,0.0
2006-04-12,0,0,False,0.0,0.0
2006-04-13,0,0,False,0.0,0.0
2006-04-14,0,0,False,0.0,0.0
2006-04-15,0,0,False,0.0,0.0
2006-04-16,0,0,False,0.0,0.0
2006-04-17,100,100,False,1.0,100.0
2006-04-18,98,98,False,0.98,96.03999999999999
2006-04-19,0,0,False,0.0,0.0
2006-04-20,0,0,False,0.0,0.0
2006-04-21,0,0,False,0.0,0.0
2006-04-22,0,0,False,0.0,0.0
2006-04-23,76,76,False,0.76,57.76
2006-04-24,0,0,False,0.0,0.0
2006-04-25,47,47,False,0.47,22.09
2006-04-26,0,0,False,0.0,0.0
2006-04-27,0,0,False,0.0,0.0
2006-04-28,0,0,False,0.0,0.0
2006-04-29,81,81,False,0.81,65.61
2006-04-30,0,0,False,0.0,0.0
2006-05-01,0,0,False,0.0,0.0
2006-05-02,0,0,False,0.0,0.0
2006-05-03,0,0,False,0.0,0.0
2006-05-04,0,0,False,0.0,0.0
2006-05-05,100,100,False,1.0,100.0
2006-05-06,39,39,False,0.39,15.21
2006-05-07,0,0,False,0.0,0.0
2006-05-08,0,0,False,0.0,0.0
2006-05-09,0,0,False,0.0,0.0
2006-05-10,46,46,False,0.46,21.16
2006-05-11,0,0,False,0.0,0.0
2006-05-12,0,0,False,0.0,0.0
2006-05-13,39,39,False,0.39,15.21
2006-05-14,39,39,False,0.39,15.21
2006-05-15,0,0,False,0.0,0.0
2006-05-16,0,0,False,0.0,0.0
2006-05-17,0,0,False,0.0,0.0
2006-05-18,0,0,False,0.0,0.0
2006-05-19,0,0,False,0.0,0.0
2006-05-20,0,0,False,0.0,0.0
2006-05-21,0,0,False,0.0,0.0
2006-05-22,0,0,False,0.0,0.0
2006-05-23,0,0,False,0.0,0.0
2006-05-24,23,23,False,0.23,5.29
2006-05-25,0,0,False,0.0,0.0
2006-05-26,0,0,False,0.0,0.0
2006-05-27,0,0,False,0.0,0.0
2006-05-28,90,90,False,0.9,81.0
2006-05-29,0,0,False,0.0,0.0
2006-05-30,0,0,False,0.0,0.0
2006-05-31,0,0,False,0.0,0.0
2006-06-01,0,0,False,0.0,0.0
2006-06-02,0,0,False,0.0,0.0
2006-06-03,100,100,False,1.0,100.0
2006-06-04,0,0,False,0.0,0.0
2006-06-05,63,63,False,0.63,39.69
2006-06-06,0,0,False,0.0,0.0
2006-06-07,0,0,False,0.0,0.0
2006-06-08,64,64,False,0.64,40.96
2006-06-09,68,68,False,0.68,46.24
2006-06-10,0,0,False,0.0,0.0
2006-06-11,0,0,False,0.0,0.0
2006-06-12,0,0,False,0.0,0.0
2006-06-13,0,0,False,0.0,0.0
2006-06-14,0,0,False,0.0,0.0
2006-06-15,65,65,False,0.65,42.25
2006-06-16,0,0,False,0.0,0.0
2006-06-17,0,0,False,0.0,0.0
2006-06-18,0,0,False,0.0,0.0
2006-06-19,0,0,False,0.0,0.0
2006-06-20,0,0,False,0.0,0.0
2006-06-21,0,0,False,0.0,0.0
2006-06-22,65,65,False,0.65,42.25
2006-06-23,0,0,False,0.0,0.0
2006-06-24,0,0,False,0.0,0.0
2006-06-25,0,0,False,0.0,0.0
2006-06-26,0,0,False,0.0,0.0
2006-06-27,0,0,False,0.0,0.0
2006-06-28,0,0,False,0.0,0.0
2006-06-29,64,64,False,0.64,40.96
2006-06-30,0,0,False,0.0,0.0
2006-07-01,0,0,False,0.0,0.0
2006-07-02,0,0,False,0.0,0.0
2006-07-03,43,43,False,0.43,18.49
2006-07-04,0,0,False,0.0,0.0
2006-07-05,0,0,False,0.0,0.0
2006-07-06,0,0,False,0.0,0.0
2006-07-07,74,74,False,0.74,54.76
2006-07-08,0,0,False,0.0,0.0
2006-07-09,0,0,False,0.0,0.0
2006-07-10,0,0,False,0.0,0.0
2006-07-11,0,0,False,0.0,0.0
2006-07-12,0,0,False,0.0,0.0
2006-07-13,0,0,False,0.0,0.0
2006-07-14,0,0,False,0.0,0.0
2006-07-15,55,55,False,0.55,30.250000000000004
2006-07-16,0,0,False,0.0,0.0
2006-07-17,0,0,False,0.0,0.0
2006-07-18,0,0,False,0.0,0.0
2006-07-19,0,0,False,0.0,0.0
2006-07-20,0,0,False,0.0,0.0
2006-07-21,0,0,False,0.0,0.0
2006-07-22,53,53,False,0.53,28.09
2006-07-23,0,0,False,0.0,0.0
2006-07-24,33,33,False,0.33,10.89
2006-07-25,100,100,False,1.0,100.0
2006-07-26,0,0,False,0.0,0.0
2006-07-27,0,0,False,0.0,0.0
2006-07-28,0,0,False,0.0,0.0
2006-07-29,0,0,False,0.0,0.0
2006-07-30,0,0,False,0.0,0.0
2006-07-31,0,0,False,0.0,0.0
2006-08-01,0,0,False,0.0,0.0
2006-08-02,0,0,False,0.0,0.0
2006-08-03,0,0,False,0.0,0.0
2006-08-04,55,55,False,0.55,30.250000000000004
2006-08-05,0,0,False,0.0,0.0
2006-08-06,0,0,False,0.0,0.0
2006-08-07,0,0,False,0.0,0.0
2006-08-08,0,0,False,0.0,0.0
2006-08-09,0,0,False,0.0,0.0
2006-08-10,100,100,False,1.0,100.0
2006-08-11,55,55,False,0.55,30.250000000000004
2006-08-12,0,0,False,0.0,0.0
2006-08-13,0,0,False,0.0,0.0
2006-08-14,0,0,False,0.0,0.0
2006-08-15,0,0,False,0.0,0.0
2006-08-16,0,0,False,0.0,0.0
2006-08-17,0,0,False,0.0,0.0
2006-08-18,0,0,False,0.0,0.0
2006-08-19,0,0,False,0.0,0.0
2006-08-20,0,0,False,0.0,0.0
2006-08-21,0,0,False,0.0,0.0
2006-08-22,0,0,False,0.0,0.0
2006-08-23,99,99,False,0.99,98.01
2006-08-24,0,0,False,0.0,0.0
2006-08-25,0,0,False,0.0,0.0
2006-08-26,75,75,False,0.75,56.25
2006-08-27,0,0,False,0.0,0.0
2006-08-28,0,0,False,0.0,0.0
2006-08-29,0,0,False,0.0,0.0
2006-08-30,0,0,False,0.0,0.0
2006-08-31,0,0,False,0.0,0.0
2006-09-01,57,57,False,0.57,32.489999999999995
2006-09-02,0,0,False,0.0,0.0
2006-09-03,0,0,False,0.0,0.0
2006-09-04,0,0,False,0.0,0.0
2006-09-05,51,51,False,0.51,26.01
2006-09-06,50,50,False,0.5,25.0
2006-09-07,52,52,False,0.52,27.04
2006-09-08,54,54,False,0.54,29.160000000000004
2006-09-09,0,0,False,0.0,0.0
2006-09-10,0,0,False,0.0,0.0
2006-09-11,0,0,False,0.0,0.0
2006-09-12,0,0,False,0.0,0.0
2006-09-13,0,0,False,0.0,0.0
2006-09-14,100,100,False,1.0,100.0
2006-09-15,0,0,False,0.0,0.0
2006-09-16,0,0,False,0.0,0.0
2006-09-17,0,0,False,0.0,0.0
2006-09-18,0,0,False,0.0,0.0
2006-09-19,0,0,False,0.0,0.0
2006-09-20,0,0,False,0.0,0.0
2006-09-21,0,0,False,0.0,0.0
2006-09-22,0,0,False,0.0,0.0
2006-09-23,77,77,False,0.77,59.29
2006-09-24,0,0,False,0.0,0.0
2006-09-25,0,0,False,0.0,0.0
2006-09-26,0,0,False,0.0,0.0
2006-09-27,0,0,False,0.0,0.0
2006-09-28,0,0,False,0.0,0.0
2006-09-29,0,0,False,0.0,0.0
2006-09-30,0,0,False,0.0,0.0
2006-10-01,0,0,False,0.0,0.0
2006-10-02,93,93,False,0.93,86.49000000000001
2006-10-03,0,0,False,0.0,0.0
2006-10-04,0,0,False,0.0,0.0
2006-10-05,0,0,False,0.0,0.0
2006-10-06,100,100,False,1.0,100.0
2006-10-07,0,0,False,0.0,0.0
2006-10-08,0,0,False,0.0,0.0
2006-10-09,0,0,False,0.0,0.0
2006-10-10,0,0,False,0.0,0.0
2006-10-11,0,0,False,0.0,0.0
2006-10-12,92,92,False,0.92,84.64
2006-10-13,98,98,False,0.98,96.03999999999999
2006-10-14,0,0,False,0.0,0.0
2006-10-15,0,0,False,0.0,0.0
2006-10-16,0,0,False,0.0,0.0
2006-10-17,86,86,False,0.86,73.96
2006-10-18,89,89,False,0.89,79.21000000000001
2006-10-19,0,0,False,0.0,0.0
2006-10-20,98,98,False,0.98,96.03999999999999
